house_age;total_rooms;total_bedrooms;median_income;ocean_proximity;price
29;5055;1036;3.5104;INLAND;157100
27;1318;216;5.2837;NEAR OCEAN;283800
4;1533;221;7.5696;<1H OCEAN;328700
31;1574;193;10.2311;<1H OCEAN;500001
11;1290;197;4.2039;<1H OCEAN;500001
20;1157;179;5.3495;INLAND;177300
26;966;191;5.1698;<1H OCEAN;188000
52;1071;201;4.0662;NEAR BAY;204200
36;978;170;4.675;<1H OCEAN;222500
41;835;208;1.4103;<1H OCEAN;86200
33;1330;209;5.6406;<1H OCEAN;266200
45;934;228;2.53;<1H OCEAN;140300
28;822;205;3.4583;<1H OCEAN;166300
2;1424;251;4.0833;INLAND;100000
18;1169;186;4.5766;INLAND;108700
16;3326;569;5.7421;INLAND;167600
37;1184;178;4.7941;<1H OCEAN;161700
17;1149;182;5.5696;<1H OCEAN;168400
27;1004;192;2.8942;INLAND;116700
35;1034;206;2.2391;INLAND;120000
37;1296;194;8.2782;NEAR OCEAN;500001
24;1521;209;11.1557;<1H OCEAN;500001
33;693;207;1.0217;INLAND;81300
42;1200;221;2.5402;INLAND;157500
52;919;213;4.0368;NEAR BAY;269700
33;390;199;1.1979;<1H OCEAN;350000
47;1082;198;3.0132;<1H OCEAN;223200
38;1026;190;4.2;<1H OCEAN;163200
39;935;210;2.4375;<1H OCEAN;101900
45;944;178;3.4808;NEAR OCEAN;206900
19;1285;195;6.0398;<1H OCEAN;217800
16;1027;199;2.9688;INLAND;63800
28;1006;228;1.9722;<1H OCEAN;210700
42;817;194;2.1776;<1H OCEAN;279200
42;945;193;3.7569;INLAND;127100
52;1245;174;6.9322;NEAR OCEAN;334500
16;1332;196;6.0226;<1H OCEAN;192900
22;1331;305;3.975;NEAR OCEAN;500001
14;1088;209;3.8438;<1H OCEAN;243800
9;674;242;2.2024;INLAND;45000
21;1343;183;5.8995;INLAND;189900
34;762;182;3.5625;<1H OCEAN;201800
24;1039;190;2.6711;INLAND;71300
18;1617;210;11.6017;NEAR BAY;392600
35;1184;200;4.7143;NEAR BAY;193800
37;1217;199;5.0445;NEAR BAY;196200
29;1141;220;3.4038;INLAND;107800
38;790;275;3.0357;<1H OCEAN;175000
49;995;184;2.7917;<1H OCEAN;242000
52;888;206;3.875;<1H OCEAN;372000
38;740;171;4.0893;<1H OCEAN;248900
9;907;207;3.9464;INLAND;179600
36;847;185;4.8542;<1H OCEAN;167400
52;1213;194;8.0095;<1H OCEAN;500001
20;1036;202;5.3698;INLAND;303300
10;1170;225;3.2813;INLAND;163200
17;1452;188;6.9113;<1H OCEAN;285200
26;1149;193;5.078;INLAND;163400
24;1014;185;4.1607;INLAND;112800
20;1483;249;3.9464;INLAND;207700
44;537;173;2.8571;NEAR OCEAN;250000
52;1087;166;6.6345;<1H OCEAN;309000
29;1229;;7.1108;NEAR BAY;465000
52;793;216;1.9667;NEAR BAY;93800
45;883;202;3.2845;<1H OCEAN;178300
52;762;190;3.0893;NEAR BAY;125000
34;1355;195;6.2838;NEAR BAY;318200
46;941;218;1.325;NEAR BAY;87100
49;969;229;1.3167;NEAR BAY;71600
15;1387;236;5.5842;INLAND;88900
38;1107;194;7.5582;<1H OCEAN;263700
42;856;167;3.8;<1H OCEAN;145800
47;767;195;2.9514;NEAR OCEAN;185200
21;1141;257;3.8424;<1H OCEAN;155700
12;1153;265;3.038;INLAND;128100
46;695;182;2.4219;NEAR OCEAN;90600
19;1759;214;10.7751;NEAR OCEAN;500001
45;965;198;1.6944;INLAND;75200
30;1061;230;2.4412;INLAND;61600
31;1008;212;2.3917;INLAND;113500
13;1422;295;5.3247;NEAR BAY;327800
25;950;259;3.1937;NEAR OCEAN;319200
32;1070;199;2.6827;INLAND;98900
16;1343;241;3.5833;INLAND;187500
50;683;189;1.8162;INLAND;70000
16;2050;471;2.7083;INLAND;88900
20;1256;209;4.0221;INLAND;86300
22;1230;200;6.2708;<1H OCEAN;251400
50;629;188;2.6458;NEAR BAY;125000
15;2061;465;2.2417;INLAND;97900
40;1141;213;3.9464;NEAR BAY;186900
29;1029;239;2.0156;NEAR OCEAN;62800
20;1075;214;3.1406;NEAR OCEAN;96000
33;1190;217;2.6302;INLAND;81300
20;1125;231;2.2188;INLAND;106300
41;1104;196;5.0929;<1H OCEAN;225000
52;1721;195;15.0001;<1H OCEAN;500001
29;1185;197;5.0832;<1H OCEAN;196900
26;557;153;2.7721;INLAND;155400
29;749;185;2.4583;<1H OCEAN;136900
37;1042;213;2.9643;<1H OCEAN;103200
36;1074;188;4.625;<1H OCEAN;217400
46;1130;201;4.4861;<1H OCEAN;246300
35;1060;191;8.0015;<1H OCEAN;500001
40;622;194;2.625;<1H OCEAN;109100
36;1072;193;5.0275;<1H OCEAN;179300
26;1008;164;3.3516;INLAND;105600
20;1319;309;2.0184;INLAND;84900
52;1504;208;8.603;NEAR OCEAN;459600
24;830;190;1.9176;<1H OCEAN;121100
52;766;203;2.5208;NEAR BAY;316700
35;1579;210;8.5888;<1H OCEAN;500001
15;1232;180;6.9682;INLAND;182400
17;1047;212;2.1538;INLAND;153300
32;1078;207;3.1856;INLAND;186900
9;818;197;1.7708;INLAND;79500
43;1320;215;2.4917;INLAND;77100
39;896;217;1.25;INLAND;42500
27;1613;200;7.9835;<1H OCEAN;500001
36;1075;197;4.9688;<1H OCEAN;238900
35;908;194;3.9917;NEAR BAY;290800
52;1180;216;4.9615;NEAR BAY;292200
33;1028;226;2.3043;INLAND;66300
21;1318;202;4.8214;INLAND;117800
52;1128;207;3.3542;NEAR BAY;154600
34;959;230;5.2333;NEAR OCEAN;471400
24;893;209;2.8261;<1H OCEAN;146500
32;1219;192;5.237;<1H OCEAN;215700
5;639;197;3.3017;<1H OCEAN;87500
19;1397;271;8.7397;NEAR OCEAN;500001
41;1105;257;1.9375;INLAND;64100
13;1014;200;3.1471;INLAND;102800
16;1328;187;5.0366;<1H OCEAN;257800
43;1244;209;2.875;INLAND;187500
37;1043;196;3.4125;INLAND;125000
27;1079;222;3.1319;INLAND;62700
27;1146;189;4.5833;<1H OCEAN;198500
23;1076;216;2.3598;INLAND;57500
52;950;202;3.9643;NEAR BAY;188800
42;909;215;2.9063;NEAR BAY;80000
38;890;200;3.244;NEAR BAY;179800
52;857;232;0.987;INLAND;112500
23;964;246;1.7188;INLAND;96100
33;1145;197;2.3333;INLAND;81300
18;819;198;2.5;INLAND;112500
32;1020;215;3.0208;NEAR OCEAN;143400
33;854;235;2.1471;<1H OCEAN;239300
43;1185;207;4.5491;INLAND;214800
37;778;205;2.5119;<1H OCEAN;180500
33;818;195;2.1944;<1H OCEAN;203300
34;760;174;5.3169;<1H OCEAN;227600
4;1011;198;7.9217;<1H OCEAN;296200
29;873;226;2.7986;INLAND;114400
43;763;219;1.7292;INLAND;79200
11;1227;202;5.6674;<1H OCEAN;209800
16;926;230;4.0221;INLAND;173300
33;811;185;1.6724;INLAND;96900
34;1084;187;4.2115;INLAND;118900
27;1065;214;2.625;INLAND;91700
22;1022;194;3.625;INLAND;99400
27;1199;224;2.9063;INLAND;92200
48;1096;218;2.7841;INLAND;65800
22;1119;220;3.3594;NEAR BAY;186900
30;1233;214;3.4297;INLAND;112500
4;1262;216;4.9432;INLAND;114400
16;1177;240;1.5739;INLAND;73500
43;1006;201;6.5669;<1H OCEAN;372800
34;1077;257;2.6316;INLAND;252800
36;1084;202;3.7279;<1H OCEAN;162200
41;676;216;2.3077;<1H OCEAN;140600
5;706;203;4.5208;<1H OCEAN;165000
28;1343;215;6.83;NEAR OCEAN;500001
26;4047;702;2.3482;INLAND;179500
35;984;179;5.0747;<1H OCEAN;189600
34;1231;216;2.6442;INLAND;92000
8;1294;272;2.9167;INLAND;115300
48;1190;182;6.2642;NEAR OCEAN;438500
30;837;213;4.875;NEAR OCEAN;258800
35;1140;193;4.6908;NEAR OCEAN;500001
16;1111;226;2.7153;<1H OCEAN;233300
35;995;202;5.0942;<1H OCEAN;217500
36;1199;198;5.0796;NEAR BAY;373400
26;1127;199;4.9792;NEAR OCEAN;240000
31;887;217;2.1528;INLAND;75500
30;749;214;0.8229;INLAND;68400
11;1214;228;3.125;INLAND;148600
26;1590;196;6.5851;<1H OCEAN;300000
33;1221;236;3.7574;INLAND;92700
36;1180;212;5.2838;NEAR BAY;172600
27;823;171;3.0521;INLAND;113800
16;1006;212;3.2386;INLAND;112500
42;890;179;4.4821;<1H OCEAN;271900
36;1267;191;5.2405;<1H OCEAN;220000
25;1348;210;5.2852;<1H OCEAN;297600
40;1072;204;3.125;<1H OCEAN;242700
33;896;208;3.5;<1H OCEAN;183000
27;890;289;3.141;<1H OCEAN;167500
38;1156;241;1.4514;INLAND;79900
45;858;254;1.0114;INLAND;80000
16;686;217;0.8106;NEAR OCEAN;83300
25;1743;212;10.7582;<1H OCEAN;500001
34;1443;218;8.4709;NEAR BAY;500001
52;1135;219;7.5418;NEAR BAY;492000
42;1275;272;4.7321;NEAR OCEAN;422400
21;1416;269;3.1987;<1H OCEAN;279800
16;1141;220;2.3287;INLAND;130700
24;1248;226;2.4722;INLAND;129200
50;954;217;2.6667;NEAR BAY;172800
10;1088;203;3.6597;INLAND;87500
23;1004;221;1.6351;INLAND;59600
52;1079;222;4.625;<1H OCEAN;230800
41;1046;216;1.6667;<1H OCEAN;116900
33;1067;194;4.0368;INLAND;139100
36;931;160;3.1667;<1H OCEAN;158000
50;1430;186;9.532;INLAND;483300
35;1064;203;4.0938;<1H OCEAN;246900
36;1096;204;4.475;<1H OCEAN;182300
36;1080;201;4.2679;<1H OCEAN;175800
17;913;228;3.038;<1H OCEAN;238500
5;1495;235;6.7232;NEAR BAY;345000
47;1150;244;2.5192;<1H OCEAN;110400
34;1050;210;4.8;<1H OCEAN;192700
34;1347;212;3.8828;<1H OCEAN;215400
32;790;199;3.0625;<1H OCEAN;142800
18;1234;266;2.5156;INLAND;71900
33;898;190;2.6897;INLAND;148300
52;1052;;3.0726;NEAR OCEAN;289600
12;961;342;0.813;<1H OCEAN;275000
45;964;173;2.9119;NEAR BAY;228900
35;930;186;2.0625;INLAND;155000
52;1659;191;14.4219;NEAR OCEAN;500001
40;1051;235;2.0865;NEAR OCEAN;111500
32;1433;199;9.3586;NEAR BAY;500001
51;1076;206;2.9286;NEAR OCEAN;258300
32;1404;247;2.7778;INLAND;72900
32;964;198;3.0917;INLAND;88900
23;1091;217;1.8696;INLAND;61500
33;1334;200;6.8323;NEAR BAY;255900
52;1389;191;7.0897;NEAR BAY;446200
8;1584;236;6.4753;INLAND;166800
28;1274;215;3.825;INLAND;84200
35;1109;206;5.2118;<1H OCEAN;215800
28;579;184;2.625;<1H OCEAN;187500
37;975;189;4.2434;<1H OCEAN;331000
48;1111;229;3.2813;INLAND;268100
37;1129;212;2.6146;<1H OCEAN;243200
11;852;215;1.3971;<1H OCEAN;134400
34;760;219;1.7813;<1H OCEAN;145000
17;1145;209;4.6389;<1H OCEAN;165500
17;1087;254;2.5875;<1H OCEAN;144500
15;1362;255;1.9;<1H OCEAN;162500
22;894;;3.0673;INLAND;68200
30;1670;219;12.4429;NEAR OCEAN;500001
28;1194;272;2.3281;INLAND;85800
32;1288;221;2.325;INLAND;69600
35;822;200;3.2865;<1H OCEAN;133300
52;774;209;2.3472;<1H OCEAN;135200
36;1332;217;4.7159;INLAND;365900
36;1166;216;3.5938;<1H OCEAN;122100
4;974;232;4.6141;<1H OCEAN;195400
36;1496;247;7.8164;<1H OCEAN;500001
27;1797;343;5.9196;<1H OCEAN;500001
20;1349;238;3.5417;INLAND;96600
42;943;171;3.1458;INLAND;116000
35;908;226;2.5833;INLAND;93500
21;991;210;3.625;NEAR OCEAN;144300
24;730;196;3.5078;NEAR OCEAN;362500
36;1383;207;5.9191;INLAND;151900
42;876;216;3.84;NEAR OCEAN;235900
32;726;204;4.505;<1H OCEAN;230400
33;1083;217;2.433;INLAND;101700
19;1366;220;4.0625;INLAND;141700
34;1189;220;4.8824;NEAR OCEAN;396400
52;895;198;3.875;NEAR BAY;182600
44;1025;198;1.73;NEAR BAY;147900
35;1298;236;3.8929;NEAR BAY;209500
30;1014;236;2.8456;NEAR BAY;183300
37;1018;213;1.6635;INLAND;67000
26;875;199;0.9288;INLAND;36600
38;858;203;2.9219;<1H OCEAN;137900
52;1003;200;3.8472;<1H OCEAN;395700
52;983;246;5.7393;<1H OCEAN;500001
30;940;211;1.2679;<1H OCEAN;92000
42;1467;203;6.6368;<1H OCEAN;500001
45;903;190;4.0313;<1H OCEAN;209100
52;1279;213;5.2269;INLAND;161000
42;1150;215;3.6875;<1H OCEAN;171500
27;923;186;3.825;<1H OCEAN;159500
43;905;199;3.3214;NEAR OCEAN;162200
39;1073;206;4.8611;<1H OCEAN;245600
29;850;229;3.7375;<1H OCEAN;247700
29;1223;215;6.5143;<1H OCEAN;279800
16;1663;250;5.409;<1H OCEAN;233900
34;1290;203;5.8461;<1H OCEAN;227400
38;989;246;3.2632;<1H OCEAN;180900
24;1033;189;4.1719;INLAND;213500
26;1225;199;2.7284;INLAND;225000
35;1267;212;2.5368;NEAR OCEAN;169600
38;861;213;4.1875;NEAR OCEAN;185000
40;1193;227;4.4659;NEAR OCEAN;237500
17;484;202;0.6825;INLAND;187500
42;918;204;4.0069;NEAR OCEAN;214300
36;1206;197;3.3611;INLAND;79800
37;848;202;2.3958;NEAR BAY;190800
15;886;204;2.1467;INLAND;84100
24;1330;183;5.0092;INLAND;244100
21;1260;182;6.0132;INLAND;150800
29;1476;220;2.6726;INLAND;83300
18;1376;225;6.5146;<1H OCEAN;277600
40;561;284;0.9234;<1H OCEAN;187500
36;1044;200;4.7679;<1H OCEAN;153900
45;1106;226;4.5446;<1H OCEAN;244800
38;1059;218;4;<1H OCEAN;248600
52;1311;217;7.6771;<1H OCEAN;500001
13;1429;209;4.3625;INLAND;111800
43;1226;244;4.9286;NEAR BAY;307000
38;1183;196;3.75;NEAR BAY;478600
21;1410;229;3.3194;INLAND;141400
11;1265;224;3.3603;INLAND;162500
24;979;201;2.5926;INLAND;72300
21;1276;208;3.95;INLAND;143600
38;993;246;1.1563;NEAR OCEAN;82700
43;906;240;1.8365;NEAR OCEAN;328600
17;1124;187;5.7451;NEAR OCEAN;237300
48;1013;194;3.2011;NEAR BAY;428300
45;1222;220;5.539;NEAR OCEAN;396900
36;1035;196;5.5385;NEAR BAY;359000
28;1643;216;12.367;<1H OCEAN;500001
47;1060;219;2.5781;INLAND;104800
24;1107;261;1.7167;INLAND;48800
37;901;191;3.7303;NEAR BAY;149700
25;1590;218;8.4389;<1H OCEAN;500001
38;697;208;1.4653;<1H OCEAN;118800
44;941;230;3.6458;<1H OCEAN;325800
37;1055;280;2.4167;<1H OCEAN;181300
52;1354;227;4.8059;INLAND;270600
31;965;217;2.7202;<1H OCEAN;190300
38;1201;223;3.3804;<1H OCEAN;105800
36;984;183;4.1786;<1H OCEAN;201500
37;1061;202;4.75;<1H OCEAN;161900
39;1166;222;3.5313;<1H OCEAN;230400
17;1671;192;13.1107;<1H OCEAN;467600
34;1078;205;4.5083;<1H OCEAN;188000
15;1717;336;3.6477;INLAND;113400
29;1285;193;5.3243;INLAND;265700
16;1140;181;4.9444;INLAND;132700
29;1061;202;4.8646;NEAR OCEAN;136800
52;1142;224;5.0602;NEAR BAY;298900
41;855;189;2.0375;INLAND;75000
43;1105;241;2.1149;<1H OCEAN;184900
23;514;210;3.1736;NEAR BAY;181300
35;1447;205;9.8144;<1H OCEAN;500001
37;1287;197;7.9029;NEAR BAY;500001
36;1522;230;5.8642;<1H OCEAN;363500
16;1321;224;6.3258;NEAR OCEAN;390000
26;1183;276;2.225;INLAND;52000
32;1333;235;4.0729;<1H OCEAN;288500
21;1231;;2.8365;INLAND;90000
19;1207;243;1.1111;NEAR BAY;108300
52;1193;200;4.1912;NEAR BAY;254500
52;1114;206;2.5625;NEAR BAY;175000
18;945;205;2.1838;INLAND;58000
32;755;205;1.7986;INLAND;49300
35;991;221;1.9417;INLAND;53800
18;820;239;2.1186;INLAND;47500
36;1057;207;4.7708;<1H OCEAN;191700
39;1050;217;3.1538;<1H OCEAN;155600
41;990;228;2.125;<1H OCEAN;120200
41;752;201;2.5417;<1H OCEAN;418200
26;1445;244;5.6305;NEAR OCEAN;430000
43;1116;222;2.875;INLAND;97200
52;935;224;1.8287;NEAR BAY;146900
35;1227;236;4.875;INLAND;336700
26;971;245;2.1125;INLAND;84000
9;1199;187;5.7393;INLAND;151600
43;841;192;3.0179;<1H OCEAN;149300
52;1070;224;2.8603;NEAR BAY;189000
48;1186;213;3.8333;NEAR OCEAN;340800
35;1774;205;10.7339;NEAR OCEAN;500001
40;1777;207;15.0001;NEAR OCEAN;500001
52;1170;215;2.6667;<1H OCEAN;325900
50;1135;215;4.2614;<1H OCEAN;211300
32;1260;199;6.5858;<1H OCEAN;346700
38;931;181;3.0221;NEAR BAY;93300
52;970;217;3.3438;NEAR BAY;201300
46;1280;209;5.1406;INLAND;315600
17;1102;224;3.5893;NEAR BAY;206300
48;1341;239;2.7917;INLAND;82800
34;1152;208;3.6042;INLAND;73600
36;790;224;1.4427;INLAND;50600
52;1310;263;4.0721;<1H OCEAN;350000
32;721;205;1.6029;<1H OCEAN;89700
43;1061;208;6.01;<1H OCEAN;254200
49;1074;170;6.2547;<1H OCEAN;366700
42;1342;243;5.4381;<1H OCEAN;186900
42;814;216;2.5313;<1H OCEAN;156900
38;788;224;3.3542;<1H OCEAN;153800
38;901;205;2.9643;<1H OCEAN;147400
44;1552;204;10.129;NEAR BAY;500001
32;1149;187;3.6587;<1H OCEAN;154600
18;1795;416;4.5375;INLAND;169800
28;1049;235;2.7321;NEAR OCEAN;150000
9;1580;287;6.1668;<1H OCEAN;405800
16;1536;298;2.3594;INLAND;155700
26;1021;230;2.625;<1H OCEAN;80600
35;1153;192;5.2384;<1H OCEAN;177400
8;3059;500;6.8729;INLAND;259200
37;1042;205;2.6629;NEAR OCEAN;116900
32;719;251;1.8456;NEAR OCEAN;103100
43;966;255;1.2841;NEAR OCEAN;72000
17;1853;392;5.2742;NEAR OCEAN;230700
52;1457;215;10.7097;NEAR BAY;500001
37;971;248;2.1187;NEAR BAY;239300
43;948;221;1.962;INLAND;52700
16;1612;221;10.5793;<1H OCEAN;500001
39;1065;248;4.5972;NEAR OCEAN;146300
28;1127;245;2.037;INLAND;72000
15;1263;211;4.5;INLAND;260900
33;1438;237;3.3516;INLAND;150000
49;1183;205;5.2328;NEAR BAY;174200
32;1339;209;6.0265;NEAR BAY;247900
33;1156;190;4.5;NEAR BAY;156600
45;1346;214;7.0285;<1H OCEAN;500001
44;1282;216;5.618;<1H OCEAN;365900
35;1313;194;7.5;<1H OCEAN;287200
43;1276;226;4.1518;<1H OCEAN;230700
46;1130;229;5.2719;<1H OCEAN;244400
32;778;227;2.7292;<1H OCEAN;143800
36;1283;209;6.9296;NEAR OCEAN;500001
13;1110;216;2.5887;INLAND;144400
18;1614;210;7.9294;<1H OCEAN;280300
32;1179;250;5.1824;NEAR OCEAN;500001
32;1684;359;2.9125;INLAND;145800
10;1262;258;2.1667;INLAND;92800
44;1167;201;3.7344;INLAND;179800
52;1260;202;7.2758;NEAR OCEAN;345200
8;973;289;2.724;NEAR OCEAN;139300
15;1985;361;4.125;INLAND;148200
40;964;230;1.2625;INLAND;43000
10;1421;204;5.1878;INLAND;153900
40;1723;208;9.8892;NEAR OCEAN;500001
5;1569;199;6.6779;INLAND;223900
33;1016;206;2.151;INLAND;195800
27;1118;195;2.9135;INLAND;159400
16;1466;196;6.2893;<1H OCEAN;282700
20;1586;187;6.5483;<1H OCEAN;335000
20;1138;221;3.1534;INLAND;123400
49;882;195;2.6667;NEAR BAY;122000
35;1037;207;4;NEAR BAY;167900
33;1287;214;3.2019;INLAND;112500
20;1128;229;3.2216;INLAND;93500
36;959;204;3.215;<1H OCEAN;331300
36;1449;235;6.1824;INLAND;274100
46;1271;236;4.9312;INLAND;240200
42;700;212;3.0078;<1H OCEAN;191700
30;1147;260;2.0658;<1H OCEAN;93200
36;1083;218;3.0795;<1H OCEAN;218400
28;833;230;3.067;<1H OCEAN;375000
42;1142;236;1.7279;INLAND;52300
35;1107;207;5.0599;<1H OCEAN;216700
11;1161;235;2.1667;<1H OCEAN;114600
15;3004;615;3.6667;INLAND;90000
41;1105;227;3.1827;INLAND;131700
33;883;211;2.8281;INLAND;103600
43;952;209;2.1635;NEAR OCEAN;244200
35;1107;227;2.3924;INLAND;102200
52;1380;203;6.221;NEAR OCEAN;420300
52;1009;231;2.5;<1H OCEAN;162500
20;1182;250;1.7935;INLAND;74500
52;1075;249;3.0769;<1H OCEAN;230900
26;1589;223;8.401;NEAR BAY;351200
34;1513;231;5.5701;NEAR BAY;252800
46;1029;181;3.4844;NEAR BAY;129500
20;908;206;2.2;INLAND;80800
17;1483;284;1.4896;INLAND;83300
31;834;229;1.6602;INLAND;61200
27;1226;240;2.77;INLAND;68400
25;1231;240;2.4861;INLAND;71900
44;692;206;1.1576;NEAR OCEAN;87500
33;1192;213;4.5714;INLAND;68600
52;1680;238;9.042;<1H OCEAN;500001
32;978;227;3.0096;INLAND;199000
50;1835;231;11.6471;<1H OCEAN;500001
46;1203;219;3.3611;<1H OCEAN;174400
39;936;194;3.6875;<1H OCEAN;169500
45;1285;238;3.4107;<1H OCEAN;112500
31;1053;230;4;<1H OCEAN;263200
30;915;234;2.5208;<1H OCEAN;182800
36;1088;231;3.8824;<1H OCEAN;193100
36;1257;205;5.3701;<1H OCEAN;251400
42;963;216;2.2898;INLAND;66100
38;1706;355;2.5625;NEAR OCEAN;165600
52;1270;276;3.75;<1H OCEAN;232500
4;1812;255;6.487;NEAR OCEAN;294200
28;1650;210;7.6632;INLAND;204800
20;1234;208;4.8523;INLAND;143000
33;933;219;1.3417;INLAND;69000
48;1291;248;2.1571;INLAND;48600
52;1388;213;6.1309;NEAR OCEAN;411600
37;1038;222;2.125;INLAND;91900
21;1241;248;3.8056;NEAR OCEAN;425000
28;859;199;2.3293;<1H OCEAN;215900
36;832;211;3.2813;<1H OCEAN;244400
32;1000;188;4.0972;INLAND;99200
20;1089;208;4.5938;INLAND;106900
39;1186;238;2.0938;NEAR OCEAN;79600
9;1228;234;4.3482;INLAND;95200
18;1147;202;3.3681;INLAND;70500
33;937;216;3.3214;<1H OCEAN;131300
34;1102;212;4.0792;<1H OCEAN;165100
35;1141;212;3.1591;<1H OCEAN;148300
19;557;216;2.1763;<1H OCEAN;168800
41;756;;2.7321;<1H OCEAN;156000
33;915;225;2.7708;<1H OCEAN;117400
26;703;202;2.525;<1H OCEAN;155500
42;517;233;2.225;NEAR OCEAN;106300
34;1069;217;4.6406;<1H OCEAN;255900
42;891;203;3.3156;<1H OCEAN;186300
33;1408;273;3.5781;<1H OCEAN;242500
28;604;207;3.6214;<1H OCEAN;182100
28;1219;240;3.8295;INLAND;122200
52;910;212;1.6458;INLAND;52800
38;1093;256;1.4279;INLAND;73000
44;658;218;1.9338;NEAR OCEAN;89400
47;771;224;2.0156;NEAR OCEAN;90300
52;1029;205;5.0782;NEAR BAY;310800
36;1052;221;1.7228;INLAND;105000
44;431;195;3.2833;NEAR OCEAN;233300
25;1180;222;2.0729;INLAND;84700
28;1148;233;2.9208;INLAND;98500
52;1433;229;4.7708;NEAR BAY;314700
52;862;215;3.0257;NEAR BAY;80800
43;1036;233;2.069;NEAR BAY;84600
16;1257;231;4.4531;INLAND;144300
36;1141;234;2.5893;INLAND;108500
41;1022;209;2.0781;INLAND;48800
14;1372;386;1.1471;INLAND;32900
42;1120;255;1.5429;INLAND;39400
52;1234;223;6.0338;<1H OCEAN;423700
46;1156;203;4.2019;<1H OCEAN;352100
14;520;292;2.2857;<1H OCEAN;500001
36;1207;209;5.3559;<1H OCEAN;207300
34;824;224;3.6389;<1H OCEAN;215000
35;1431;210;6.8109;<1H OCEAN;401000
50;1146;238;2.9583;<1H OCEAN;172600
37;794;210;2.2917;<1H OCEAN;112000
44;1276;234;4.8667;<1H OCEAN;218300
37;1242;221;4.1094;<1H OCEAN;215800
35;1207;207;4.7308;<1H OCEAN;353400
15;1613;203;5.9378;INLAND;212200
30;2369;469;2.65;INLAND;123800
25;1122;198;3.1654;INLAND;111600
21;1185;207;3.1917;INLAND;204500
18;1082;202;2.4032;INLAND;60000
41;1411;233;7.0875;NEAR BAY;240700
52;1668;225;7.8521;NEAR BAY;500001
27;1569;242;5.7519;INLAND;278500
40;1391;246;3.9107;INLAND;129800
19;1629;386;1.7463;INLAND;68800
45;1270;242;3.2813;INLAND;105400
25;875;214;1.5536;INLAND;58300
30;929;238;2.5227;<1H OCEAN;187500
52;1314;170;7.1669;<1H OCEAN;500001
52;1241;210;4.4191;<1H OCEAN;334100
30;928;230;2.6991;<1H OCEAN;147100
35;1149;277;1.7411;<1H OCEAN;96700
46;940;219;3.2813;<1H OCEAN;190900
36;1252;209;3.9722;<1H OCEAN;235600
37;1249;218;5.7422;<1H OCEAN;330700
25;726;274;3.2375;NEAR OCEAN;450000
13;1085;227;5.0389;INLAND;171500
36;1317;228;5.6346;<1H OCEAN;272500
30;1198;251;3.0509;INLAND;82700
18;2547;463;2.5489;INLAND;220500
16;1660;;5.6874;<1H OCEAN;202700
41;725;239;3.1667;<1H OCEAN;362500
26;1125;210;4.825;<1H OCEAN;181000
25;1178;206;4.5625;INLAND;133600
37;1358;231;3.1645;INLAND;170800
44;1097;239;2.0227;NEAR BAY;103100
52;1038;220;3.1771;NEAR BAY;210200
36;1151;216;4.1719;NEAR BAY;187000
35;1008;204;3.35;<1H OCEAN;147600
47;780;237;1.75;<1H OCEAN;95800
36;1089;234;3.6538;<1H OCEAN;276100
30;1291;230;5.5;<1H OCEAN;181500
42;1036;199;4.1902;<1H OCEAN;235000
35;940;197;4.2;<1H OCEAN;181300
5;1514;220;8.1344;INLAND;359000
29;1496;282;6.0516;<1H OCEAN;500001
43;1018;261;2.6;INLAND;66900
52;1148;214;5.454;NEAR OCEAN;240900
17;1042;210;3.1;<1H OCEAN;84200
26;1335;224;5.152;NEAR OCEAN;143400
13;1330;216;3.8295;<1H OCEAN;149600
41;839;190;5.012;NEAR OCEAN;368200
33;1601;223;15.0001;NEAR OCEAN;500001
34;1014;246;2.8864;<1H OCEAN;172500
33;1019;191;4.0929;<1H OCEAN;165000
40;1104;224;4.3409;NEAR OCEAN;256300
35;956;213;3.025;<1H OCEAN;140600
26;1405;204;4.2188;INLAND;94200
25;1092;190;3.9063;NEAR OCEAN;192700
52;1045;239;2.9213;NEAR BAY;190800
15;1248;234;3.3393;INLAND;107200
35;1323;228;4.233;<1H OCEAN;221300
44;1693;239;10.9237;<1H OCEAN;500001
36;1299;206;3.5179;<1H OCEAN;161400
35;1341;233;4.1118;<1H OCEAN;157300
36;702;210;2.25;<1H OCEAN;162500
48;1052;234;1.6585;<1H OCEAN;92900
25;1106;207;5.3307;<1H OCEAN;207000
37;943;218;5.2287;<1H OCEAN;191100
22;1055;204;6;<1H OCEAN;191300
25;1290;190;6.0097;<1H OCEAN;220200
30;1631;212;7.875;<1H OCEAN;351900
23;893;223;2.6442;<1H OCEAN;156300
16;1171;235;3.1103;INLAND;110000
6;1251;268;3.0694;INLAND;173400
8;1145;241;4.0781;INLAND;124300
15;869;217;1.4583;NEAR OCEAN;84200
48;1112;227;2.3393;INLAND;77600
26;1170;238;2.6458;INLAND;127500
20;505;216;2.9286;NEAR BAY;237500
35;1293;223;7.8543;<1H OCEAN;281900
16;1156;198;7.2779;<1H OCEAN;292900
33;1208;198;5.4659;<1H OCEAN;500001
26;2286;444;2.065;INLAND;96100
35;1356;241;3.5521;<1H OCEAN;168300
35;1503;263;5.1457;<1H OCEAN;500001
44;1254;252;3.4531;NEAR BAY;148900
